1,751,883,0
2,788,629,0
3,807,925,0
4,442,216,0
5,942,735,0
6,20,659,0
7,828,359,0
8,529,876,0
9,13,104,0
10,303,787,0
11,106,541,0
12,88,774,0
13,455,77,0
14,596,282,0
15,734,28,0
16,251,492,0
17,7,390,0
18,978,261,0
19,156,599,0
20,449,469,0
21,593,362,0
22,184,305,0
23,707,977,0
24,908,659,0
25,695,164,0
26,180,153,0
27,210,439,0
28,350,840,0
29,978,781,0
30,186,511,0
31,98,100,0
32,90,150,0
33,302,570,0
34,170,680,0
35,716,362,0
36,467,638,0
37,942,428,0
38,762,472,0
39,49,85,0
40,906,887,0
41,799,284,0
42,940,518,0
43,247,198,0
44,401,973,0
45,341,458,0
46,279,105,0
47,513,920,0
48,959,964,0
49,636,739,0
50,491,676,0
51,805,32,0
52,154,137,0
53,569,328,0
54,411,730,0
55,825,306,0
56,568,925,0
57,477,668,0
58,681,570,0
59,761,668,0
60,605,59,0
61,347,269,0
62,884,193,0
63,438,85,0
64,16,507,0
65,886,109,0
66,376,688,0
67,454,26,0
68,481,384,0
69,604,854,0
70,69,619,0
71,423,525,0
72,569,11,0
73,786,764,0
74,780,1,0
75,87,655,0
76,281,909,0
77,1000,693,0
78,423,758,0
79,30,320,0
80,608,947,0
81,860,66,0
82,482,792,0
83,979,569,0
84,554,240,0
85,771,65,0
86,369,201,0
87,827,247,0
88,642,709,0
89,348,389,0
90,971,541,0
91,737,427,0
92,245,93,0
93,141,368,0
94,64,193,0
95,59,113,0
96,974,525,0
97,942,556,0
98,303,515,0
99,382,496,0
100,222,995,0
101,313,577,0
102,984,678,0
103,891,46,0
104,6,434,0
105,616,110,0
106,436,330,0
107,115,897,0
108,482,654,0
109,719,494,0
110,707,385,0
111,49,554,0
112,648,723,0
113,32,950,0
114,443,497,0
115,821,443,0
116,594,762,0
117,278,147,0
118,257,736,0
119,526,635,0
120,873,15,0
121,439,539,0
122,367,939,0
123,612,282,0
124,832,770,0
125,534,734,0
126,738,216,0
127,337,906,0
128,92,6,0
129,384,814,0
130,166,398,0
131,202,354,0
132,375,637,0
133,520,191,0
134,461,945,0
135,123,486,0
136,531,653,0
137,519,97,0
138,843,8,0
139,210,260,0
140,891,33,0
141,421,863,0
142,146,284,0
143,245,574,0
144,81,375,0
145,810,747,0
146,440,575,0
147,350,817,0
148,344,939,0
149,151,825,0
150,689,489,0
151,864,687,0
152,269,286,0
153,272,636,0
154,683,144,0
155,474,958,0
156,133,744,0
157,462,287,0
158,129,911,0
159,163,548,0
160,658,102,0
161,327,597,0
162,540,13,0
163,84,78,0
164,209,860,0
165,125,710,0
166,288,782,0
167,576,205,0
168,54,583,0
169,775,991,0
170,832,559,0
171,337,291,0
172,294,981,0
173,328,818,0
174,49,233,0
175,440,746,0
176,999,767,0
177,39,955,0
178,688,561,0
179,977,812,0
180,656,789,0
181,48,895,0
182,389,771,0
183,531,550,0
184,548,273,0
185,236,821,0
186,889,377,0
187,389,563,0
188,576,592,0
189,420,617,0
190,322,15,0
191,122,10,0
192,783,915,0
193,450,706,0
194,847,146,0
195,395,892,0
196,524,247,0
197,494,475,0
198,891,561,0
199,53,50,0
200,945,469,0
201,912,661,0
202,933,213,0
203,839,211,0
204,125,529,0
205,902,922,0
206,235,795,0
207,243,817,0
208,471,754,0
209,294,312,0
210,529,672,0
211,431,533,0
212,936,541,0
213,4,256,0
214,366,73,0
215,55,143,0
216,636,473,0
217,32,37,0
218,883,107,0
219,375,685,0
220,457,343,0
221,52,967,0
222,979,809,0
223,312,774,0
224,440,37,0
225,290,835,0
226,767,996,0
227,102,652,0
228,325,527,0
229,375,295,0
230,529,37,0
231,807,737,0
232,76,991,0
233,975,362,0
234,691,714,0
235,864,678,0
236,58,926,0
237,260,394,0
238,461,111,0
239,945,330,0
240,113,958,0
241,323,641,0
242,597,229,0
243,946,78,0
244,73,568,0
245,768,807,0
246,175,259,0
247,222,791,0
248,325,336,0
249,803,597,0
250,943,241,0
251,711,417,0
252,274,320,0
253,956,152,0
254,442,328,0
255,152,116,0
256,660,803,0
257,757,628,0
258,600,903,0
259,78,894,0
260,17,937,0
261,319,771,0
262,422,52,0
263,497,835,0
264,637,117,0
265,935,346,0
266,837,602,0
267,297,571,0
268,206,238,0
269,984,193,0
270,112,381,0
271,367,306,0
272,348,754,0
273,490,597,0
274,585,984,0
275,978,375,0
276,223,880,0
277,779,61,0
278,86,356,0
279,751,42,0
280,235,321,0
281,887,94,0
282,833,821,0
283,737,657,0
284,17,934,0
285,640,397,0
286,701,710,0
287,76,387,0
288,1,811,0
289,16,243,0
290,788,884,0
291,207,279,0
292,236,247,0
293,460,70,0
294,587,533,0
295,44,557,0
296,924,759,0
297,853,270,0
298,638,571,0
